index_condition,query_condition,query_id,recall,entry_point_dist,layer1_visits,base_visited,lb_trace_len,lb_trace_final
incremental,near,173,0.2,3623.154053,32,55,55,178.777313
incremental,near,174,0.4,3583.340088,48,67,67,214.278015
incremental,near,175,0.2,3720.546875,16,74,74,191.947876
incremental,near,176,0.5,3391.20752,16,66,66,167.725311
incremental,near,177,0.4,3492.248535,32,66,66,158.276611
incremental,near,178,0.2,3279.719971,48,57,57,180.742996
incremental,near,179,0.3,3607.765381,48,56,56,184.693832
incremental,near,180,0.2,3456.616943,16,64,64,185.007889
incremental,near,181,0.2,3578.986816,32,50,50,166.391388
incremental,near,182,0.0,3537.442871,16,58,58,190.461334
incremental,near,183,0.1,3429.636719,32,57,57,192.452301
incremental,near,184,0.1,3361.915527,48,65,65,164.87471
incremental,near,185,0.8,3372.920166,16,54,54,174.804443
incremental,near,186,0.1,3557.076172,16,71,71,164.398895
incremental,near,187,0.3,3553.381592,48,51,51,188.444778
incremental,near,188,0.0,3403.736572,48,62,62,164.638168
incremental,near,189,0.3,3428.352539,32,63,63,183.890274
incremental,near,190,0.5,3629.794922,16,55,55,163.122803
incremental,near,191,0.2,3203.279785,16,53,53,194.286118
incremental,near,192,0.3,3470.681885,32,57,57,176.19313
incremental,near,193,0.5,3470.160156,16,61,61,174.738892
incremental,near,194,0.2,3516.228271,64,61,61,172.387939
incremental,near,195,0.1,3322.344238,32,62,62,178.850418
incremental,near,196,0.3,3336.282471,16,55,55,165.065018
incremental,near,197,0.1,3297.916016,48,53,53,162.001923
incremental,near,198,0.3,3575.943848,16,61,61,187.005554
incremental,near,199,0.2,3376.030518,16,63,63,158.348343
incremental,near,200,0.3,3556.816895,16,55,55,180.775986
incremental,near,201,0.1,3500.779053,16,58,58,166.769821
incremental,near,202,0.4,3276.208984,32,50,50,171.35231
incremental,near,203,0.5,3328.436523,16,52,52,171.788284
incremental,near,204,0.3,3566.817139,16,57,57,151.414978
incremental,near,205,0.3,3421.178711,64,57,57,164.739822
incremental,near,206,0.4,3382.688477,16,51,51,156.102417
incremental,near,207,0.2,3496.023926,16,64,64,197.997009
incremental,near,208,0.0,3526.27417,32,56,56,171.391815
incremental,near,209,0.0,3476.789307,16,59,59,187.708771
incremental,near,210,0.0,3639.597656,16,58,58,185.732437
incremental,near,211,0.6,3482.091553,32,53,53,180.237183
incremental,near,212,0.3,3729.024414,16,64,64,199.357162
incremental,near,213,0.2,3436.869141,32,72,72,190.39975
incremental,near,214,0.3,3506.101318,64,57,57,157.375336
incremental,near,215,0.3,3342.24707,16,55,55,190.50528
incremental,near,216,0.7,3354.112061,80,57,57,183.994827
incremental,near,217,0.5,3337.571289,16,59,59,176.177872
incremental,near,218,0.3,3352.051514,48,56,56,155.770294
incremental,near,219,0.4,3591.098877,16,59,59,169.070679
incremental,near,220,0.1,3451.220947,48,66,66,175.672012
incremental,near,221,0.4,3401.598633,32,51,51,164.383087
incremental,near,222,0.1,3361.682861,48,74,74,164.768494
incremental,near,223,0.2,3575.107666,16,73,73,199.479401
incremental,near,224,0.0,3575.456787,16,56,56,155.97081
incremental,near,225,0.3,3587.873047,48,58,58,185.221817
incremental,near,226,0.3,3539.567871,48,58,58,175.947083
incremental,near,227,0.1,3415.93042,32,62,62,163.917557
incremental,near,228,0.6,3431.358887,32,55,55,156.230606
incremental,near,229,0.2,3484.369385,64,67,67,156.782593
incremental,near,230,0.0,3253.697266,32,51,51,147.45517
incremental,near,231,0.2,3380.788818,48,50,50,178.193237
incremental,near,232,0.3,3538.831787,32,56,56,167.615631
incremental,near,233,0.2,3446.971436,32,57,57,158.353653
incremental,near,234,0.1,3378.646484,32,57,57,180.194489
incremental,near,235,0.1,3439.118164,32,54,54,175.720261
incremental,near,236,0.5,3501.629883,16,65,65,161.390366
incremental,near,237,0.6,3345.333008,48,50,50,163.675995
incremental,near,238,0.1,3668.630859,16,56,56,180.241486
incremental,near,239,0.1,3389.08252,32,61,61,169.375366
incremental,near,240,0.4,3383.471924,64,52,52,162.764023
incremental,near,241,0.2,3428.361816,16,57,57,164.354324
incremental,near,242,0.2,3357.789795,16,59,59,178.218811
incremental,near,243,0.2,3417.395996,16,53,53,178.084549
incremental,near,244,0.2,3482.426758,16,53,53,183.428299
incremental,near,245,0.4,3446.316162,16,69,69,138.996307
incremental,near,246,0.1,3628.685791,16,69,69,189.405518
incremental,near,247,0.2,3489.98877,48,51,51,187.172714
incremental,near,248,0.1,3537.724609,16,60,60,194.484772
incremental,near,249,0.2,3349.084717,32,57,57,171.298767
incremental,near,250,0.3,3374.901611,16,51,51,155.016632
incremental,near,251,0.4,3381.153809,16,59,59,169.989838
incremental,near,252,0.3,3340.424316,32,57,57,155.046585
incremental,near,253,0.2,3500.434814,8,54,54,169.671982
incremental,near,254,0.2,3226.137695,32,64,64,175.185989
incremental,near,255,0.4,3386.501953,32,51,51,168.329697
incremental,near,256,0.4,3230.114014,16,52,52,176.960205
incremental,near,257,0.4,3366.107422,48,54,54,174.768692
incremental,near,258,0.2,3328.620361,32,56,56,184.10881
incremental,near,259,0.4,3420.881348,61,53,53,154.50563
incremental,near,260,0.4,3393.619629,32,57,57,173.116348
incremental,near,261,0.2,3289.473145,32,54,54,159.942993
incremental,near,262,0.6,3470.938477,48,58,58,170.40184
incremental,near,263,0.2,3341.762939,16,70,70,187.754349
incremental,near,264,0.2,3233.331543,32,53,53,214.145325
incremental,near,265,0.3,3543.673584,16,63,63,173.922791
incremental,near,266,0.3,3561.160156,32,55,55,200.77565
incremental,near,267,0.1,3296.252197,16,57,57,182.571335
incremental,near,268,0.1,3412.744141,16,54,54,170.882034
incremental,near,269,0.2,3278.499512,32,52,52,189.145798
incremental,near,270,0.2,3447.341553,32,54,54,164.910614
incremental,near,271,0.2,3484.373535,16,61,61,180.559677
incremental,near,272,0.2,3494.993896,14,60,60,201.263657
incremental,near,273,0.2,3740.972656,16,54,54,179.949188
incremental,near,274,0.0,3580.680664,48,51,51,169.715897
incremental,near,275,0.6,3525.817627,32,58,58,177.838104
incremental,near,276,0.2,3203.659912,16,58,58,179.800095
incremental,near,277,0.1,3607.021729,16,65,65,177.117035
incremental,near,278,0.1,3563.354004,16,64,64,172.401184
incremental,near,279,0.4,3455.802979,16,51,51,165.002243
incremental,near,280,0.0,3388.131592,16,56,56,167.245667
incremental,near,281,0.3,3211.399658,16,58,58,178.835266
incremental,near,282,0.4,3486.595703,41,60,60,184.03746
incremental,near,283,0.5,3389.143799,48,59,59,203.271393
incremental,near,284,0.2,3510.837402,16,69,69,178.831772
incremental,near,285,0.3,3538.15332,16,57,57,180.901062
incremental,near,286,0.1,3625.936035,32,55,55,173.835678
incremental,near,287,0.2,3299.947021,16,53,53,151.267288
incremental,near,288,0.0,3195.699219,32,62,62,187.933975
incremental,near,289,0.0,3336.250488,16,52,52,195.999512
incremental,near,290,0.3,3380.593506,16,60,60,179.191895
incremental,near,291,0.1,3423.475342,16,66,66,189.146439
incremental,near,292,0.5,3423.297852,16,54,54,160.274948
incremental,near,293,0.4,3461.181885,32,61,61,142.99501
incremental,near,294,0.3,3412.487793,16,61,61,181.23703
incremental,near,295,0.2,3281.666748,16,55,55,182.260925
incremental,near,296,0.4,3638.769531,64,69,69,172.469055
incremental,near,297,0.3,3467.51123,32,56,56,170.83197
incremental,near,298,0.3,3369.78418,16,61,61,155.807617
incremental,near,299,0.4,3416.171631,32,53,53,177.731262
incremental,near,300,0.2,3226.554688,32,54,54,156.245422
incremental,near,301,0.3,3419.204834,48,59,59,177.755142
incremental,near,302,0.7,3505.728516,16,51,51,175.634827
incremental,near,303,0.0,3382.802002,16,52,52,170.523071
incremental,near,304,0.4,3338.493164,16,66,66,170.571564
incremental,near,305,0.2,3494.237305,16,54,54,202.918564
incremental,near,306,0.3,3501.032471,16,50,50,174.737091
incremental,near,307,0.3,3691.655029,32,59,59,198.037918
incremental,near,308,0.1,3343.430664,16,50,50,185.256866
incremental,near,309,0.4,3489.830078,32,55,55,167.171982
incremental,near,310,0.2,3363.186279,16,51,51,180.792145
incremental,near,311,0.2,3439.520264,32,57,57,177.787872
incremental,near,312,0.1,3624.257812,16,50,50,169.569275
incremental,near,313,0.2,3338.1604,32,50,50,177.662659
incremental,near,314,0.0,3374.378418,16,59,59,201.749542
incremental,near,315,0.3,3345.382568,32,55,55,163.757645
incremental,near,316,0.2,3344.919922,16,51,51,189.692978
incremental,near,317,0.2,3435.866699,32,65,65,174.542297
incremental,near,318,0.7,3385.956299,16,52,52,166.165314
incremental,near,319,0.4,3336.835205,32,58,58,200.479736
incremental,near,320,0.2,3337.328613,16,56,56,183.399857
incremental,near,321,0.1,3460.23877,16,56,56,173.08017
incremental,near,322,0.5,3645.699219,16,54,54,189.1978
incremental,near,323,0.2,3542.388916,32,53,53,159.393951
incremental,near,324,0.3,3449.586182,16,63,63,176.749298
incremental,near,325,0.4,3726.305664,32,57,57,171.483826
incremental,near,326,0.5,3470.299805,32,55,55,162.570328
incremental,near,327,0.6,3531.533447,32,55,55,144.547241
incremental,near,328,0.2,3259.363281,32,57,57,177.520294
incremental,near,329,0.7,3360.701904,16,59,59,168.336136
incremental,near,330,0.7,3347.706543,16,55,55,161.36116
incremental,near,331,0.2,3729.119385,32,54,54,192.696106
incremental,near,332,0.0,3222.743164,32,53,53,168.234924
incremental,near,333,0.4,3332.346191,64,56,56,142.186081
incremental,near,334,0.2,3456.757812,48,50,50,164.811295
incremental,near,335,0.3,3554.906494,32,53,53,160.654251
incremental,near,336,0.2,3324.412109,16,57,57,166.403442
incremental,near,337,0.2,3306.899414,13,62,62,171.350891
incremental,near,338,0.5,3375.128906,80,63,63,178.610184
incremental,near,339,0.3,3238.28418,14,64,64,172.363052
incremental,near,340,0.2,3532.314453,16,63,63,175.278473
incremental,near,341,0.3,3425.851074,32,56,56,176.727905
incremental,near,342,0.3,3455.031006,16,52,52,172.873596
incremental,near,343,0.2,3410.702637,16,57,57,172.977478
incremental,near,344,0.1,3452.315186,16,54,54,200.290283
incremental,near,345,0.2,3515.344971,16,55,55,162.725937
incremental,near,346,0.1,3213.018799,16,55,55,195.312241
incremental,near,347,0.0,3641.301758,48,51,51,219.950073
incremental,near,348,0.0,3513.384521,16,51,51,169.191376
incremental,near,349,0.2,3513.738281,32,52,52,184.620728
incremental,near,350,0.4,3181.320557,48,66,66,181.760803
incremental,near,351,0.6,3297.594482,27,58,58,164.613831
incremental,near,352,0.4,3322.368896,80,56,56,166.158386
incremental,near,353,0.2,3330.751221,32,51,51,192.073486
incremental,near,354,0.2,3375.725098,12,52,52,176.690948
incremental,near,355,0.1,3302.391602,16,51,51,195.210693
incremental,near,356,0.3,3412.325928,16,59,59,181.729004
incremental,near,357,0.1,3606.664307,16,79,79,178.17395
incremental,near,358,0.4,3402.10791,48,69,69,178.594315
incremental,near,359,0.1,3423.974609,32,55,55,177.086746
incremental,near,360,0.4,3316.015625,48,62,62,161.533112
incremental,near,361,0.2,3422.493896,16,52,52,186.508057
incremental,near,362,0.3,3577.169189,32,64,64,191.062973
incremental,near,363,0.2,3350.289307,16,51,51,168.442154
incremental,near,364,0.2,3492.240234,16,60,60,173.659851
incremental,near,365,0.4,3511.66626,16,58,58,161.892807
incremental,near,366,0.1,3530.599609,32,51,51,184.415894
incremental,near,367,0.6,3472.872559,16,51,51,184.552658
incremental,near,368,0.2,3400.437012,16,73,73,184.41835
incremental,near,369,0.3,3047.518555,16,58,58,180.597977
incremental,near,370,0.1,3244.925049,16,52,52,185.44252
incremental,near,371,0.2,3474.266357,16,58,58,202.039215
incremental,near,372,0.2,3362.187012,48,54,54,174.704697
incremental,near,373,0.3,3332.34375,16,55,55,159.611404
incremental,near,374,0.3,3381.246338,48,58,58,180.329315
incremental,near,375,0.4,3558.241699,32,54,54,198.69931
incremental,near,376,0.5,3572.595459,32,70,70,163.799316
incremental,near,377,0.3,3478.142334,16,60,60,185.027817
incremental,near,378,0.4,3394.821045,16,55,55,170.582565
incremental,near,379,0.3,3727.580566,16,50,50,191.615936
incremental,near,380,0.1,3482.790771,16,62,62,173.75975
incremental,near,381,0.1,3381.522949,16,55,55,166.742874
incremental,near,382,0.2,3564.018066,16,61,61,152.26712
incremental,near,383,0.3,3482.541992,16,69,69,170.54335
incremental,near,384,0.2,3422.175049,16,53,53,171.337219
incremental,near,385,0.0,3498.827393,32,69,69,192.530487
incremental,near,386,0.4,3399.119873,32,63,63,167.693787
incremental,near,387,0.2,3400.581055,48,53,53,161.876114
incremental,near,388,0.2,3380.338623,48,54,54,170.482712
incremental,near,389,0.4,3447.632324,16,62,62,170.169159
incremental,near,390,0.3,3373.082031,16,51,51,170.417114
incremental,near,391,0.3,3485.527832,16,54,54,207.262314
incremental,near,392,0.2,3473.712402,48,68,68,194.205963
incremental,near,393,0.3,3381.330566,16,51,51,180.467529
incremental,near,394,0.0,3439.218018,40,52,52,184.73996
incremental,near,395,0.2,3549.805176,48,53,53,191.22348
incremental,near,396,0.4,3350.130859,28,58,58,168.399582
incremental,near,397,0.2,3570.136475,16,68,68,194.574936
incremental,near,398,0.2,3618.527832,16,72,72,156.671539
incremental,near,399,0.0,3428.93457,48,60,60,161.450394
incremental,near,400,0.2,3360.03418,16,52,52,170.145813
incremental,near,401,0.3,3325.08252,29,55,55,159.27803
incremental,near,402,0.3,3370.430176,45,60,60,161.354202
incremental,near,403,0.2,3596.114502,32,56,56,184.511597
incremental,near,404,0.2,3519.089355,16,58,58,186.186127
incremental,near,405,0.0,3467.271973,16,71,71,160.555786
incremental,near,406,0.3,3538.5354,16,57,57,176.93512
incremental,near,407,0.6,3611.111816,16,56,56,180.61499
incremental,near,408,0.1,3472.703369,32,57,57,176.688263
incremental,near,409,0.0,3347.451172,16,65,65,166.928345
incremental,near,410,0.2,3520.083008,32,61,61,185.707367
incremental,near,411,0.4,3263.503174,16,67,67,151.070648
incremental,near,412,0.2,3650.865967,16,55,55,179.248703
incremental,near,413,0.4,3368.419434,48,60,60,163.280746
incremental,near,414,0.4,3353.069336,80,50,50,161.680939
incremental,near,415,0.3,3353.976807,16,59,59,192.718445
incremental,near,416,0.1,3339.616211,16,62,62,188.438431
incremental,near,417,0.2,3555.87793,32,56,56,173.229202
incremental,near,418,0.3,3338.055176,16,57,57,170.044113
incremental,near,419,0.1,3518.036865,16,57,57,202.359787
incremental,near,420,0.3,3330.335938,32,58,58,174.71167
incremental,near,421,0.3,3573.427246,16,51,51,172.53363
incremental,near,422,0.2,3420.526123,16,51,51,158.344482
incremental,near,423,0.3,3535.533203,16,57,57,171.45932
incremental,near,424,0.7,3388.651855,16,54,54,156.745697
incremental,near,425,0.3,3238.05957,31,57,57,151.54364
incremental,near,426,0.1,3612.838135,32,63,63,161.485077
incremental,near,427,0.3,3619.793457,16,55,55,177.880188
incremental,near,428,0.2,3341.870605,47,57,57,160.479752
incremental,near,429,0.1,3443.611816,48,58,58,164.279541
incremental,near,430,0.3,3410.246338,32,64,64,150.659821
incremental,near,431,0.4,3366.794434,32,55,55,190.604324
incremental,near,432,0.4,3438.181396,64,54,54,170.666809
incremental,near,433,0.3,3636.89502,16,56,56,194.277145
incremental,near,434,0.3,3391.53125,16,61,61,162.797821
incremental,near,435,0.3,3509.386963,46,53,53,190.500793
incremental,near,436,0.1,3389.070801,32,60,60,162.327591
incremental,near,437,0.4,3447.61499,32,51,51,170.765167
incremental,near,438,0.6,3426.938965,16,68,68,191.990326
incremental,near,439,0.2,3490.306152,16,52,52,212.112076
incremental,near,440,0.4,3566.767578,32,54,54,153.97821
incremental,near,441,0.4,3437.52002,16,67,67,163.858368
incremental,near,442,0.1,3412.564697,29,55,55,192.49675
incremental,near,443,0.1,3211.977783,16,51,51,186.780289
incremental,near,444,0.2,3205.786133,32,52,52,184.166016
incremental,near,445,0.4,3446.27832,32,56,56,168.503082
incremental,near,446,0.5,3518.736816,32,57,57,180.193832
incremental,near,447,0.3,3455.525391,16,61,61,172.53392
incremental,near,448,0.2,3263.096436,32,61,61,169.795822
incremental,near,449,0.5,3208.283447,32,54,54,168.231171
incremental,near,450,0.2,3480.885986,11,64,64,179.99382
incremental,near,451,0.1,3291.185791,48,51,51,183.409973
incremental,near,452,0.1,3588.256348,32,57,57,171.699036
incremental,near,453,0.1,3472.886719,48,56,56,192.369171
incremental,near,454,0.3,3480.312256,16,51,51,160.458359
incremental,near,455,0.5,3568.236816,32,64,64,163.907349
incremental,near,456,0.3,3324.567383,29,70,70,166.826767
incremental,near,457,0.2,3661.123535,16,57,57,193.094437
incremental,near,458,0.2,3250.960449,48,68,68,198.84314
incremental,near,459,0.2,3490.938477,16,51,51,166.225296
incremental,near,460,0.1,3571.350586,16,59,59,175.780197
incremental,near,461,0.3,3545.942627,16,58,58,198.034256
incremental,near,462,0.1,3355.066895,32,64,64,169.716537
incremental,near,463,0.0,3333.410156,32,50,50,193.692261
incremental,near,464,0.2,3468.238037,16,63,63,178.346802
incremental,near,465,0.3,3373.691162,48,69,69,178.70372
incremental,near,466,0.3,3641.183594,32,56,56,193.849686
incremental,near,467,0.4,3520.454834,16,66,66,179.298767
incremental,near,468,0.3,3426.010742,32,56,56,185.469437
incremental,near,469,0.3,3346.937988,48,66,66,164.024872
incremental,near,470,0.3,3445.334961,13,57,57,174.716522
incremental,near,471,0.1,3633.279541,48,54,54,165.14476
incremental,near,472,0.3,3342.828369,48,62,62,178.463135
incremental,near,473,0.4,3539.622803,48,65,65,158.492798
incremental,near,474,0.4,3636.833984,48,54,54,172.832047
incremental,near,475,0.3,3496.963867,32,69,69,171.652344
incremental,near,476,0.2,3453.128662,48,52,52,175.486908
incremental,near,477,0.3,3273.486572,48,61,61,191.450165
incremental,near,478,0.3,3239.55127,48,67,67,157.070129
incremental,near,479,0.2,3209.409668,16,52,52,165.317841
incremental,near,480,0.3,3460.005859,32,55,55,194.555817
incremental,near,481,0.4,3537.357178,14,55,55,163.303909
incremental,near,482,0.2,3708.596436,16,65,65,204.083984
incremental,near,483,0.3,3439.913574,16,62,62,166.912445
incremental,near,484,0.5,3449.848633,32,71,71,165.041428
incremental,near,485,0.3,3445.836914,16,50,50,175.738678
incremental,near,486,0.5,3511.416748,16,53,53,182.438705
incremental,near,487,0.2,3567.282471,48,51,51,177.533707
incremental,near,488,0.3,3242.66748,32,53,53,165.128357
incremental,near,489,0.3,3245.527832,16,54,54,155.91922
incremental,near,490,0.3,3524.49585,16,58,58,188.196747
incremental,near,491,0.3,3467.069092,32,66,66,166.501892
incremental,near,492,0.1,3553.502441,32,53,53,177.940735
incremental,near,493,0.4,3306.078369,32,71,71,189.789627
incremental,near,494,0.2,3369.655029,16,53,53,181.509445
incremental,near,495,0.3,3568.096924,16,55,55,174.625702
incremental,near,496,0.2,3483.009521,16,53,53,184.798843
incremental,near,497,0.1,3650.52417,48,53,53,175.961395
incremental,near,498,0.2,3409.47998,16,53,53,153.091644
incremental,near,499,0.3,3377.193115,48,50,50,183.363358
incremental,near,500,0.2,3362.859131,48,50,50,159.517624
incremental,near,501,0.3,3407.317627,16,59,59,177.204895
incremental,near,502,0.5,3575.702637,48,65,65,173.666687
incremental,near,503,0.3,3242.786621,16,53,53,190.202103
incremental,near,504,0.4,3352.255371,64,52,52,153.163773
incremental,near,505,0.4,3364.181152,48,54,54,165.984467
incremental,near,506,0.4,3273.656982,32,51,51,147.180756
incremental,near,507,0.4,3393.796875,16,64,64,177.910141
incremental,near,508,0.2,3519.359619,16,58,58,191.880692
incremental,near,509,0.3,3383.952148,16,51,51,157.453705
incremental,near,510,0.2,3524.980225,48,59,59,183.747055
incremental,near,511,0.3,3445.341309,16,52,52,154.348114
incremental,near,512,0.3,3425.030518,80,52,52,175.268875
incremental,near,513,0.3,3547.796387,64,68,68,164.185944
incremental,near,514,0.3,3417.107422,29,52,52,174.175522
incremental,near,515,0.3,3550.852783,32,56,56,163.635788
incremental,near,516,0.3,3261.494873,32,58,58,182.500977
incremental,near,517,0.4,3316.074219,16,53,53,171.921753
incremental,near,518,0.1,3287.907227,16,53,53,180.630081
incremental,near,519,0.2,3589.725586,48,58,58,167.028748
incremental,near,520,0.3,3571.992432,32,57,57,183.784943
incremental,near,521,0.1,3232.975586,32,51,51,178.972153
incremental,near,522,0.0,3697.10498,32,56,56,184.009613
incremental,near,523,0.4,3635.476074,29,60,60,178.178467
incremental,near,524,0.1,3425.50293,16,56,56,186.364563
incremental,near,525,0.1,3553.427246,16,55,55,181.599609
incremental,near,526,0.2,3436.819824,32,53,53,173.484192
incremental,near,527,0.1,3415.879395,16,59,59,172.772247
incremental,near,528,0.1,3545.22583,32,58,58,168.479477
incremental,near,529,0.4,3540.665527,32,51,51,175.269211
incremental,near,530,0.2,3377.024902,16,67,67,169.772263
incremental,near,531,0.2,3736.071777,16,54,54,181.830612
incremental,near,532,0.1,3320.907471,12,55,55,191.760986
incremental,near,533,0.2,3336.389404,32,52,52,155.811981
incremental,near,534,0.5,3340.638916,32,58,58,146.14653
incremental,near,535,0.4,3524.517334,32,51,51,192.818634
incremental,near,536,0.5,3414.11377,32,57,57,188.70163
incremental,near,537,0.2,3550.626709,32,51,51,175.01619
incremental,near,538,0.4,3084.588135,16,53,53,172.471558
incremental,near,539,0.2,3387.513916,32,50,50,154.748962
incremental,near,540,0.4,3492.17334,48,62,62,167.401245
incremental,near,541,0.2,3526.191162,16,57,57,175.379929
incremental,near,542,0.2,3506.396729,16,57,57,201.763214
incremental,near,543,0.4,3613.713867,16,59,59,170.242935
incremental,near,544,0.1,3683.942627,16,50,50,187.131577
incremental,near,545,0.4,3604.601318,16,51,51,162.147552
incremental,near,546,0.1,3406.90625,48,50,50,183.672913
incremental,near,547,0.1,3689.34668,16,55,55,184.738373
incremental,near,548,0.4,3564.698242,32,53,53,166.613937
incremental,near,549,0.3,3304.727295,16,64,64,160.366898
incremental,near,550,0.2,3364.982422,16,52,52,163.226395
incremental,near,551,0.2,3360.521484,32,53,53,167.80574
incremental,near,552,0.2,3490.033691,48,52,52,170.335846
incremental,near,553,0.2,3493.940186,32,75,75,175.186966
incremental,near,554,0.4,3485.861084,64,66,66,171.220932
incremental,near,555,0.2,3390.248535,16,52,52,170.686813
incremental,near,556,0.1,3497.440186,32,55,55,189.233475
incremental,near,557,0.2,3434.84375,16,54,54,188.427246
incremental,near,558,0.4,3525.741455,32,51,51,169.251556
incremental,near,559,0.4,3352.574463,16,56,56,161.86322
incremental,near,560,0.3,3315.09082,16,65,65,194.894638
incremental,near,561,0.1,3361.502441,16,55,55,166.625336
incremental,near,562,0.6,3488.033936,16,52,52,174.644836
incremental,near,563,0.3,3608.526855,16,53,53,172.192337
incremental,near,564,0.1,3459.756592,64,64,64,190.947861
incremental,near,565,0.4,3343.437012,16,50,50,168.506836
incremental,near,566,0.2,3229.456299,16,56,56,166.215729
incremental,near,567,0.1,3662.318848,16,51,51,205.947357
incremental,near,568,0.2,3339.486084,16,57,57,184.755783
incremental,near,569,0.3,3347.048584,32,63,63,203.864532
incremental,near,570,0.1,3368.759277,16,64,64,180.861832
incremental,near,571,0.1,3499.141602,16,52,52,176.766464
incremental,near,572,0.2,3560.042969,16,51,51,188.077301
incremental,near,573,0.4,3617.222168,32,64,64,178.185471
incremental,near,574,0.5,3391.890137,16,61,61,157.410156
incremental,near,575,0.3,3420.243652,32,71,71,163.346786
incremental,near,576,0.2,3553.317871,32,52,52,172.912292
incremental,near,577,0.4,3638.898926,16,85,85,162.274261
incremental,near,578,0.1,3570.425049,29,57,57,187.420181
incremental,near,579,0.3,3377.084717,32,53,53,196.571426
incremental,near,580,0.0,3406.58667,16,58,58,177.150833
incremental,near,581,0.1,3475.450684,16,52,52,187.555115
incremental,near,582,0.2,3465.946533,32,52,52,186.671234
incremental,near,583,0.3,3429.738281,63,56,56,167.632034
incremental,near,584,0.4,3330.092041,16,54,54,160.26358
incremental,near,585,0.3,3508.074707,16,57,57,162.288193
incremental,near,586,0.3,3267.881348,32,60,60,160.377777
incremental,near,587,0.2,3724.318115,48,61,61,197.520294
incremental,near,588,0.4,3454.688477,16,57,57,205.490433
incremental,near,589,0.2,3452.047119,16,64,64,170.348267
incremental,near,590,0.4,3477.258057,32,55,55,172.498184
incremental,near,591,0.2,3363.220947,16,67,67,172.167801
incremental,near,592,0.4,3530.639893,16,68,68,182.724319
incremental,near,593,0.0,3403.240234,16,54,54,179.687836
incremental,near,594,0.4,3497.423828,16,57,57,161.857773
incremental,near,595,0.2,3371.76416,16,57,57,174.650543
incremental,near,596,0.3,3506.621338,16,53,53,156.685989
incremental,near,597,0.4,3400.559814,48,55,55,187.157684
incremental,near,598,0.1,3293.820557,16,58,58,208.612762
incremental,near,599,0.3,3461.959473,32,56,56,161.508209
incremental,near,600,0.3,3355.057129,48,60,60,172.018448
incremental,near,601,0.2,3270.010986,32,56,56,172.944107
incremental,near,602,0.6,3394.369141,16,56,56,165.345901
incremental,near,603,0.1,3478.869629,48,51,51,179.998169
incremental,near,604,0.4,3542.30835,16,52,52,170.411484
incremental,near,605,0.0,3603.861084,48,58,58,177.799286
incremental,near,606,0.1,3228.077637,16,56,56,171.735443
incremental,near,607,0.3,3397.988281,16,53,53,183.345627
incremental,near,608,0.5,3552.801514,61,64,64,162.83316
incremental,near,609,0.3,3331.252686,32,56,56,207.578568
incremental,near,610,0.2,3268.489014,32,72,72,170.141968
incremental,near,611,0.2,3354.811768,32,64,64,189.988586
incremental,near,612,0.4,3609.371338,15,53,53,201.447311
incremental,near,613,0.2,3497.610352,16,53,53,172.342026
incremental,near,614,0.0,3637.647705,32,51,51,203.374359
incremental,near,615,0.1,3498.618652,32,59,59,171.717102
incremental,near,616,0.6,3546.273193,48,51,51,156.215668
incremental,near,617,0.3,3515.401855,16,56,56,169.898544
incremental,near,618,0.2,3273.786621,80,62,62,203.926712
incremental,near,619,0.2,3646.320801,16,62,62,179.26123
incremental,near,620,0.0,3232.406738,16,55,55,166.420395
incremental,near,621,0.2,3364.459961,16,60,60,169.756561
incremental,near,622,0.2,3511.824219,16,54,54,184.821793
incremental,near,623,0.1,3464.140625,16,57,57,186.873703
incremental,near,624,0.5,3416.011963,16,53,53,152.199707
incremental,near,625,0.2,3529.519043,16,51,51,179.616821
incremental,near,626,0.3,3395.630127,48,57,57,179.715363
incremental,near,627,0.3,3467.57251,16,63,63,170.470596
incremental,near,628,0.2,3518.690918,16,53,53,159.295242
incremental,near,629,0.5,3365.192871,32,51,51,181.831024
incremental,near,630,0.4,3557.492432,32,51,51,170.021637
incremental,near,631,0.2,3429.067627,12,58,58,193.475525
incremental,near,632,0.3,3416.54541,16,57,57,167.621094
incremental,near,633,0.2,3488.750244,48,54,54,168.911469
incremental,near,634,0.3,3330.880371,16,61,61,183.840179
incremental,near,635,0.2,3489.881348,16,57,57,166.058884
incremental,near,636,0.2,3430.20752,29,53,53,188.344666
incremental,near,637,0.1,3487.875977,14,56,56,177.942047
incremental,near,638,0.2,3556.605225,16,66,66,180.181091
incremental,near,639,0.0,3360.518066,16,60,60,187.869446
incremental,near,640,0.3,3501.467285,16,54,54,168.742065
incremental,near,641,0.3,3627.165283,16,60,60,172.04512
incremental,near,642,0.3,3518.223145,32,56,56,192.142853
incremental,near,643,0.2,3365.189209,16,54,54,160.801071
incremental,near,644,0.2,3318.488281,16,51,51,158.804962
incremental,near,645,0.3,3268.381104,32,53,53,204.45993
incremental,near,646,0.3,3453.231201,48,50,50,171.891174
incremental,near,647,0.2,3475.744629,16,61,61,158.07811
incremental,near,648,0.2,3403.21875,16,56,56,178.7715
incremental,near,649,0.0,3224.808594,16,63,63,198.42865
incremental,near,650,0.2,3451.67627,16,54,54,170.965622
incremental,near,651,0.2,3545.734619,16,57,57,176.899933
incremental,near,652,0.4,3317.044434,16,52,52,157.281296
