query_id,window,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length,layer_0_visits,layer_1_visits,layer_2_visits,layer_3_visits,layer_4_visits,layer_5_visits
192,mild_drift,1.0,4297.43408203125,3778.972412109375,39,202,1528,349,202,0,25,6,8,0,0
193,mild_drift,0.0,4334.5732421875,4262.52978515625,42,200,1489,335,200,0,16,22,4,0,0
194,mild_drift,1.0,4323.33349609375,3811.814208984375,39,203,1529,328,203,0,25,6,8,0,0
195,mild_drift,0.9,3707.5703125,3245.800048828125,45,200,1466,329,200,0,22,15,8,0,0
196,mild_drift,0.9,3635.23095703125,3184.436767578125,45,201,1474,323,201,0,22,15,8,0,0
197,mild_drift,0.9,3641.446533203125,3176.969970703125,45,200,1471,328,200,0,22,15,8,0,0
198,mild_drift,1.0,4288.548828125,3778.607666015625,39,202,1520,325,202,0,25,6,8,0,0
199,mild_drift,0.9,3697.340576171875,3223.578857421875,45,200,1472,330,200,0,22,15,8,0,0
200,mild_drift,0.9,3632.472900390625,3164.125244140625,45,200,1485,328,200,0,22,15,8,0,0
201,mild_drift,0.8,3651.435546875,3310.958984375,39,201,1542,343,201,0,9,22,8,0,0
202,mild_drift,0.9,3654.353759765625,3188.07421875,45,200,1469,321,200,0,22,15,8,0,0
203,mild_drift,0.8,3673.698974609375,3327.662109375,63,201,1549,355,201,0,23,32,8,0,0
204,mild_drift,0.8,3643.234375,3301.857177734375,39,201,1545,333,201,0,9,22,8,0,0
205,mild_drift,1.0,3592.376220703125,2762.40869140625,35,200,1491,314,200,0,6,21,8,0,0
206,mild_drift,1.0,2989.431396484375,2366.622802734375,60,201,1506,330,201,0,38,14,8,0,0
207,mild_drift,0.8,3660.24853515625,3321.25927734375,39,201,1546,344,201,0,9,22,8,0,0
208,mild_drift,1.0,4319.5654296875,4244.85009765625,66,295,2604,738,295,0,38,20,8,0,0
209,mild_drift,1.0,3572.48779296875,2751.38671875,35,200,1498,302,200,0,6,21,8,0,0
210,mild_drift,0.9,3690.210693359375,3210.0810546875,45,200,1474,325,200,0,22,15,8,0,0
211,mild_drift,0.8,3642.22705078125,3309.740234375,39,201,1541,348,201,0,9,22,8,0,0
212,mild_drift,1.0,4318.18798828125,3795.3876953125,39,202,1525,354,202,0,25,6,8,0,0
213,mild_drift,0.8,3646.0361328125,3330.504638671875,39,201,1541,342,201,0,9,22,8,0,0
214,mild_drift,0.9,3626.517333984375,3174.187744140625,45,200,1476,320,200,0,22,15,8,0,0
215,mild_drift,0.9,3691.18505859375,3217.122314453125,45,200,1473,337,200,0,22,15,8,0,0
216,mild_drift,0.9,3673.18798828125,3195.954345703125,45,200,1472,336,200,0,22,15,8,0,0
217,mild_drift,0.0,4273.34326171875,4200.6474609375,44,200,1486,340,200,0,16,20,8,0,0
218,mild_drift,0.8,3644.69091796875,3329.065673828125,39,201,1547,343,201,0,9,22,8,0,0
219,mild_drift,1.0,4257.88525390625,3746.090576171875,39,202,1528,333,202,0,25,6,8,0,0
220,mild_drift,0.9,3676.16259765625,3213.52392578125,45,200,1471,326,200,0,22,15,8,0,0
221,mild_drift,0.8,3669.007568359375,3343.116943359375,39,201,1543,334,201,0,9,22,8,0,0
222,mild_drift,0.8,3702.851806640625,3381.11328125,39,201,1555,343,201,0,9,22,8,0,0
223,mild_drift,1.0,4304.64013671875,4224.87548828125,66,266,2369,699,266,0,38,20,8,0,0
224,mild_drift,0.9,3670.94482421875,3196.54443359375,45,200,1467,318,200,0,22,15,8,0,0
225,mild_drift,0.8,3634.968017578125,3304.76708984375,39,202,1543,352,202,0,9,22,8,0,0
226,mild_drift,0.8,3682.287353515625,3327.706787109375,63,200,1541,335,200,0,23,32,8,0,0
227,mild_drift,0.9,3681.685302734375,3209.625732421875,45,200,1470,315,200,0,22,15,8,0,0
228,mild_drift,0.0,4326.037109375,4253.5126953125,42,200,1495,335,200,0,16,22,4,0,0
229,mild_drift,0.9,3675.5439453125,3207.820068359375,45,200,1471,325,200,0,22,15,8,0,0
230,mild_drift,0.9,3655.67919921875,3200.091064453125,45,200,1467,320,200,0,22,15,8,0,0
231,mild_drift,0.8,3669.68310546875,3333.133056640625,39,202,1546,334,202,0,9,22,8,0,0
232,mild_drift,0.9,3716.389404296875,3239.18017578125,45,200,1471,332,200,0,22,15,8,0,0
233,mild_drift,0.9,3656.675537109375,3191.893798828125,45,200,1466,333,200,0,22,15,8,0,0
234,mild_drift,0.9,3635.42724609375,3175.683349609375,45,200,1466,328,200,0,22,15,8,0,0
235,mild_drift,1.0,4346.74853515625,3850.340087890625,39,202,1527,338,202,0,25,6,8,0,0
236,mild_drift,1.0,3525.072021484375,2706.135498046875,35,200,1487,309,200,0,6,21,8,0,0
237,mild_drift,1.0,4300.2060546875,3783.65234375,39,202,1530,322,202,0,25,6,8,0,0
238,mild_drift,1.0,4326.76953125,3802.62451171875,39,202,1522,352,202,0,25,6,8,0,0
239,mild_drift,0.8,3625.009033203125,3283.223388671875,63,200,1554,339,200,0,23,32,8,0,0
240,mild_drift,1.0,4254.6748046875,3749.07568359375,39,202,1527,336,202,0,25,6,8,0,0
241,mild_drift,1.0,3598.693115234375,2777.81103515625,35,200,1487,316,200,0,6,21,8,0,0
242,mild_drift,0.8,3662.41796875,3346.43603515625,39,201,1557,337,201,0,9,22,8,0,0
243,mild_drift,0.8,3636.233154296875,3299.86376953125,63,201,1542,358,201,0,23,32,8,0,0
244,mild_drift,0.9,3639.822265625,3171.677490234375,45,200,1463,335,200,0,22,15,8,0,0
245,mild_drift,0.9,3712.489990234375,3229.6474609375,45,200,1470,337,200,0,22,15,8,0,0
246,mild_drift,0.0,4286.28759765625,4217.048828125,44,200,1497,331,200,0,16,20,8,0,0
247,mild_drift,1.0,4307.666015625,3797.11181640625,39,202,1534,339,202,0,25,6,8,0,0
248,mild_drift,0.9,3662.13330078125,3208.828369140625,45,200,1466,324,200,0,22,15,8,0,0
249,mild_drift,0.9,3651.604736328125,3186.092041015625,45,201,1480,328,201,0,22,15,8,0,0
250,mild_drift,1.0,3580.271728515625,2756.781494140625,35,201,1508,313,201,0,6,21,8,0,0
251,mild_drift,0.0,4257.24755859375,4183.97607421875,42,200,1494,338,200,0,16,22,4,0,0
252,mild_drift,1.0,4298.46923828125,3787.422607421875,39,202,1532,331,202,0,25,6,8,0,0
253,mild_drift,0.8,3683.0107421875,3335.99951171875,63,200,1539,345,200,0,23,32,8,0,0
254,mild_drift,1.0,4303.83935546875,3790.7900390625,39,202,1523,326,202,0,25,6,8,0,0
255,mild_drift,0.9,3684.230224609375,3220.692626953125,45,200,1468,315,200,0,22,15,8,0,0
256,mild_drift,0.9,3662.296142578125,3192.91845703125,45,200,1471,327,200,0,22,15,8,0,0
257,mild_drift,0.9,3682.778076171875,3214.197021484375,45,200,1472,336,200,0,22,15,8,0,0
258,mild_drift,1.0,2977.13525390625,2346.7353515625,60,200,1506,327,200,0,38,14,8,0,0
259,mild_drift,1.0,4291.2275390625,3778.997314453125,39,202,1525,326,202,0,25,6,8,0,0
260,mild_drift,1.0,4289.23193359375,3762.629150390625,39,202,1526,336,202,0,25,6,8,0,0
261,mild_drift,0.0,4294.33935546875,4223.4736328125,42,200,1493,333,200,0,16,22,4,0,0
262,mild_drift,0.9,3642.816162109375,3185.5185546875,45,200,1475,324,200,0,22,15,8,0,0
263,mild_drift,0.8,3671.698486328125,3334.054931640625,39,201,1548,343,201,0,9,22,8,0,0
264,mild_drift,0.0,4318.7548828125,4248.12744140625,42,200,1492,335,200,0,16,22,4,0,0
265,mild_drift,0.8,3644.28759765625,3287.4033203125,63,200,1548,353,200,0,23,32,8,0,0
266,mild_drift,0.9,3667.46923828125,3206.781982421875,45,200,1474,330,200,0,22,15,8,0,0
267,mild_drift,0.8,3625.295166015625,3289.94482421875,39,201,1551,340,201,0,9,22,8,0,0
268,mild_drift,0.9,3701.421875,3223.010498046875,45,200,1468,335,200,0,22,15,8,0,0
269,mild_drift,0.8,3609.24755859375,3300.73193359375,39,201,1546,335,201,0,9,22,8,0,0
270,mild_drift,1.0,4290.40087890625,3769.99560546875,39,202,1528,334,202,0,25,6,8,0,0
271,mild_drift,0.9,3545.918212890625,3545.918212890625,31,309,2661,688,309,0,14,13,4,0,0
272,mild_drift,0.0,4311.47021484375,4239.78271484375,44,200,1486,328,200,0,16,20,8,0,0
273,mild_drift,1.0,4310.435546875,3800.39697265625,39,202,1526,343,202,0,25,6,8,0,0
274,mild_drift,1.0,4301.900390625,3784.853759765625,39,202,1520,327,202,0,25,6,8,0,0
275,mild_drift,0.8,3645.920166015625,3316.693603515625,39,201,1534,349,201,0,9,22,8,0,0
276,mild_drift,0.9,3699.307861328125,3216.927001953125,45,200,1475,335,200,0,22,15,8,0,0
277,mild_drift,0.9,3653.07080078125,3191.12451171875,45,200,1470,340,200,0,22,15,8,0,0
278,mild_drift,0.8,3657.91748046875,3321.86376953125,39,202,1541,338,202,0,9,22,8,0,0
279,mild_drift,0.9,3644.3427734375,3180.254150390625,45,200,1477,331,200,0,22,15,8,0,0
280,mild_drift,0.8,3660.451904296875,3300.983154296875,63,200,1546,340,200,0,23,32,8,0,0
281,mild_drift,1.0,2955.037353515625,2386.1962890625,47,200,1502,347,200,0,25,14,8,0,0
282,mild_drift,1.0,4197.50830078125,3668.94970703125,39,203,1529,333,203,0,25,6,8,0,0
283,mild_drift,0.0,4290.1708984375,4220.2568359375,42,200,1489,343,200,0,16,22,4,0,0
284,mild_drift,0.0,4287.974609375,4216.7880859375,42,200,1495,327,200,0,16,22,4,0,0
285,mild_drift,0.8,3640.6875,3308.188720703125,63,200,1553,332,200,0,23,32,8,0,0
286,mild_drift,0.8,3679.96435546875,3360.69384765625,39,201,1535,344,201,0,9,22,8,0,0
287,mild_drift,1.0,3597.160888671875,3596.76708984375,35,200,1501,322,200,0,18,13,4,0,0
288,mild_drift,0.8,3671.495849609375,3329.969482421875,63,200,1550,341,200,0,23,32,8,0,0
289,mild_drift,0.8,3609.23681640625,3278.289794921875,39,201,1548,342,201,0,9,22,8,0,0
290,mild_drift,1.0,4297.78466796875,3771.282470703125,39,203,1530,333,203,0,25,6,8,0,0
291,mild_drift,0.8,3633.973876953125,3296.334716796875,63,200,1537,339,200,0,23,32,8,0,0
292,mild_drift,0.9,3693.098876953125,3231.000732421875,45,200,1467,337,200,0,22,15,8,0,0
293,mild_drift,0.9,3669.521728515625,3196.63671875,45,200,1481,329,200,0,22,15,8,0,0
294,mild_drift,0.9,3698.171142578125,3230.129638671875,45,200,1470,334,200,0,22,15,8,0,0
295,mild_drift,1.0,3575.697509765625,2752.337158203125,35,200,1500,310,200,0,6,21,8,0,0
296,mild_drift,1.0,3574.336181640625,2752.224609375,35,200,1492,313,200,0,6,21,8,0,0
297,mild_drift,0.9,3667.445068359375,3203.2177734375,45,200,1480,328,200,0,22,15,8,0,0
298,mild_drift,0.8,3655.4453125,3352.19189453125,39,201,1546,336,201,0,9,22,8,0,0
299,mild_drift,0.9,3677.7861328125,3205.84521484375,45,201,1471,336,201,0,22,15,8,0,0
300,mild_drift,1.0,3628.785888671875,3628.027099609375,35,200,1507,311,200,0,18,13,4,0,0
301,mild_drift,0.9,3692.9609375,3232.41357421875,45,200,1468,311,200,0,22,15,8,0,0
302,mild_drift,0.8,3629.165283203125,3313.42041015625,39,201,1550,332,201,0,9,22,8,0,0
303,mild_drift,1.0,2986.22705078125,2367.152099609375,60,200,1498,329,200,0,38,14,8,0,0
304,mild_drift,0.8,3675.696533203125,3324.4248046875,63,200,1555,338,200,0,23,32,8,0,0
305,mild_drift,0.8,3627.982666015625,3296.901123046875,39,201,1551,338,201,0,9,22,8,0,0
306,mild_drift,1.0,4288.93017578125,3778.465576171875,39,202,1522,330,202,0,25,6,8,0,0
307,mild_drift,1.0,3556.64453125,2736.6123046875,35,200,1490,304,200,0,6,21,8,0,0
308,mild_drift,0.9,3644.698486328125,3177.173095703125,45,200,1475,332,200,0,22,15,8,0,0
309,mild_drift,0.9,3674.776123046875,3208.167236328125,45,200,1471,334,200,0,22,15,8,0,0
310,mild_drift,0.9,3288.858642578125,3011.4287109375,37,201,1550,321,201,0,13,16,8,0,0
311,mild_drift,0.9,3701.962646484375,3218.803466796875,45,200,1483,317,200,0,22,15,8,0,0
312,mild_drift,0.9,3653.075927734375,3197.4169921875,45,200,1471,325,200,0,22,15,8,0,0
313,mild_drift,0.8,3670.96484375,3343.46240234375,39,201,1543,344,201,0,9,22,8,0,0
314,mild_drift,0.0,4275.87890625,4204.68017578125,42,200,1483,333,200,0,16,22,4,0,0
315,mild_drift,0.0,4320.3056640625,4249.515625,42,200,1502,341,200,0,16,22,4,0,0
316,mild_drift,0.9,3523.934814453125,3523.934814453125,31,308,2647,695,308,0,14,13,4,0,0
317,mild_drift,1.0,4336.19677734375,3819.1484375,39,202,1523,330,202,0,25,6,8,0,0
318,mild_drift,0.9,3679.170654296875,3216.153076171875,45,200,1469,320,200,0,22,15,8,0,0
319,mild_drift,1.0,3600.81396484375,3599.91552734375,35,200,1506,302,200,0,18,13,4,0,0
320,mild_drift,0.8,3650.058349609375,3307.216552734375,63,200,1549,341,200,0,23,32,8,0,0
321,mild_drift,0.8,3631.67529296875,3294.169189453125,63,200,1539,353,200,0,23,32,8,0,0
322,mild_drift,0.9,3311.616943359375,3018.696533203125,37,200,1540,321,200,0,13,16,8,0,0
323,mild_drift,0.0,4305.16796875,4234.65771484375,44,200,1493,339,200,0,16,20,8,0,0
324,mild_drift,0.9,3661.72021484375,3204.83642578125,45,200,1474,323,200,0,22,15,8,0,0
325,mild_drift,0.9,3639.110107421875,3181.099365234375,45,200,1471,325,200,0,22,15,8,0,0
326,mild_drift,0.0,4333.060546875,4259.60546875,44,200,1494,326,200,0,16,20,8,0,0
327,mild_drift,0.9,3681.310791015625,3211.891845703125,45,201,1476,326,201,0,22,15,8,0,0
328,mild_drift,1.0,4297.43798828125,3771.95263671875,39,202,1529,336,202,0,25,6,8,0,0
329,mild_drift,1.0,4333.671875,3812.52197265625,39,204,1533,328,204,0,25,6,8,0,0
330,mild_drift,1.0,4344.9169921875,4272.9755859375,66,283,2511,705,283,0,38,20,8,0,0
331,mild_drift,1.0,3581.593994140625,2759.677978515625,35,200,1491,315,200,0,6,21,8,0,0
332,mild_drift,0.8,3629.66845703125,3301.146240234375,39,201,1536,348,201,0,9,22,8,0,0
333,mild_drift,0.9,3707.273193359375,3237.48291015625,45,200,1475,326,200,0,22,15,8,0,0
334,mild_drift,0.9,3680.7578125,3211.489990234375,45,200,1460,335,200,0,22,15,8,0,0
335,mild_drift,1.0,4333.73486328125,3805.7666015625,39,202,1524,341,202,0,25,6,8,0,0
336,mild_drift,0.9,3666.175537109375,3205.2177734375,45,200,1484,324,200,0,22,15,8,0,0
337,mild_drift,1.0,4286.51513671875,4207.6494140625,66,267,2379,722,267,0,38,20,8,0,0
338,mild_drift,0.9,3663.5244140625,3216.424072265625,45,200,1471,338,200,0,22,15,8,0,0
339,mild_drift,0.0,4297.90478515625,4228.2236328125,42,200,1499,339,200,0,16,22,4,0,0
340,mild_drift,1.0,3548.375244140625,2721.949462890625,35,201,1501,308,201,0,6,21,8,0,0
341,mild_drift,0.8,3661.14453125,3332.262451171875,63,200,1544,335,200,0,23,32,8,0,0
342,mild_drift,0.8,3638.33251953125,3306.379638671875,39,201,1541,339,201,0,9,22,8,0,0
343,mild_drift,0.9,3703.6591796875,3225.05322265625,45,200,1469,331,200,0,22,15,8,0,0
344,mild_drift,0.8,3623.54638671875,3282.2451171875,39,201,1541,351,201,0,9,22,8,0,0
345,mild_drift,0.9,3652.80078125,3187.97998046875,45,200,1464,334,200,0,22,15,8,0,0
346,mild_drift,0.9,3647.61767578125,3189.525146484375,45,200,1471,331,200,0,22,15,8,0,0
347,mild_drift,0.9,3257.5009765625,2975.53125,37,200,1542,318,200,0,13,16,8,0,0
348,mild_drift,0.9,3664.4736328125,3191.3330078125,45,200,1469,329,200,0,22,15,8,0,0
349,mild_drift,0.0,4291.44287109375,4219.68603515625,42,200,1491,332,200,0,16,22,4,0,0
350,mild_drift,0.9,3586.51025390625,3586.51025390625,31,312,2680,695,312,0,14,13,4,0,0
351,mild_drift,1.0,4281.1220703125,3783.389892578125,39,202,1522,337,202,0,25,6,8,0,0
352,mild_drift,1.0,4310.7978515625,3802.9443359375,39,202,1533,341,202,0,25,6,8,0,0
353,mild_drift,0.8,3655.505859375,3326.09033203125,39,201,1547,336,201,0,9,22,8,0,0
354,mild_drift,0.9,3664.2568359375,3199.593017578125,45,200,1472,332,200,0,22,15,8,0,0
355,mild_drift,0.9,3693.65576171875,3229.621826171875,45,200,1467,322,200,0,22,15,8,0,0
356,mild_drift,0.8,3645.0625,3314.74560546875,63,200,1546,343,200,0,23,32,8,0,0
357,mild_drift,0.8,3662.93701171875,3329.81396484375,63,201,1559,333,201,0,23,32,8,0,0
358,mild_drift,0.9,3676.199462890625,3203.339599609375,45,201,1483,337,201,0,22,15,8,0,0
359,mild_drift,0.8,3603.644287109375,3274.84423828125,63,200,1542,335,200,0,23,32,8,0,0
360,mild_drift,1.0,4284.6318359375,3784.81103515625,39,202,1520,326,202,0,25,6,8,0,0
361,mild_drift,0.0,4343.9150390625,4271.580078125,44,201,1489,340,201,0,16,20,8,0,0
362,mild_drift,0.8,3663.149169921875,3328.434326171875,39,202,1551,346,202,0,9,22,8,0,0
363,mild_drift,0.8,3678.51025390625,3347.2099609375,39,201,1551,346,201,0,9,22,8,0,0
364,mild_drift,0.8,3671.44189453125,3318.746826171875,63,200,1539,338,200,0,23,32,8,0,0
365,mild_drift,0.9,3689.34912109375,3223.884765625,45,200,1473,331,200,0,22,15,8,0,0
366,mild_drift,0.9,3653.395751953125,3178.3671875,45,200,1464,329,200,0,22,15,8,0,0
367,mild_drift,0.9,3687.410888671875,3211.8046875,45,200,1466,335,200,0,22,15,8,0,0
368,mild_drift,0.8,3666.28662109375,3327.2314453125,63,200,1542,334,200,0,23,32,8,0,0
369,mild_drift,1.0,2958.73095703125,2356.575439453125,60,200,1501,324,200,0,38,14,8,0,0
370,mild_drift,0.8,3630.133544921875,3313.11376953125,39,201,1545,343,201,0,9,22,8,0,0
371,mild_drift,0.8,3659.502685546875,3331.131591796875,39,201,1541,348,201,0,9,22,8,0,0
372,mild_drift,0.0,4283.19091796875,4212.60791015625,42,200,1495,334,200,0,16,22,4,0,0
373,mild_drift,0.9,3678.250244140625,3198.10498046875,45,200,1477,334,200,0,22,15,8,0,0
374,mild_drift,0.0,4317.263671875,4245.06005859375,42,201,1499,336,201,0,16,22,4,0,0
375,mild_drift,0.8,3651.34716796875,3303.336669921875,63,200,1544,338,200,0,23,32,8,0,0
376,mild_drift,0.8,3658.706787109375,3312.008056640625,63,200,1538,346,200,0,23,32,8,0,0
377,mild_drift,0.8,3657.056884765625,3333.77685546875,39,201,1546,353,201,0,9,22,8,0,0
378,mild_drift,1.0,4312.9423828125,3798.933837890625,39,202,1530,340,202,0,25,6,8,0,0
379,mild_drift,0.9,3521.74072265625,3521.74072265625,31,304,2609,688,304,0,14,13,4,0,0
380,mild_drift,0.9,3660.05126953125,3189.2568359375,45,200,1478,348,200,0,22,15,8,0,0
381,mild_drift,0.8,3713.03173828125,3385.05712890625,39,201,1544,338,201,0,9,22,8,0,0
382,mild_drift,0.9,3605.051025390625,3148.638427734375,45,201,1478,318,201,0,22,15,8,0,0
383,mild_drift,0.8,3602.28955078125,3272.592529296875,63,200,1551,339,200,0,23,32,8,0,0
384,mild_drift,0.9,3693.025634765625,3223.313720703125,45,200,1474,342,200,0,22,15,8,0,0
385,mild_drift,0.8,3636.664306640625,3301.5830078125,39,202,1546,334,202,0,9,22,8,0,0
386,mild_drift,0.9,3667.499267578125,3206.258056640625,45,200,1469,336,200,0,22,15,8,0,0
387,mild_drift,0.8,3627.421630859375,3293.796142578125,63,200,1543,351,200,0,23,32,8,0,0
388,mild_drift,1.0,4273.18212890625,3740.336669921875,39,202,1519,332,202,0,25,6,8,0,0
389,mild_drift,1.0,3541.805908203125,2725.305419921875,35,200,1492,311,200,0,6,21,8,0,0
390,mild_drift,1.0,3562.251953125,2741.363525390625,35,201,1493,304,201,0,6,21,8,0,0
391,mild_drift,1.0,3538.409423828125,2702.19091796875,35,200,1495,312,200,0,6,21,8,0,0
392,mild_drift,0.9,3629.095703125,3171.581787109375,45,201,1474,340,201,0,22,15,8,0,0
393,mild_drift,1.0,4325.30810546875,3794.933837890625,39,202,1529,336,202,0,25,6,8,0,0
394,mild_drift,1.0,3569.2802734375,2741.768310546875,35,200,1493,309,200,0,6,21,8,0,0
395,mild_drift,0.9,3653.865478515625,3173.92529296875,45,200,1469,338,200,0,22,15,8,0,0
396,mild_drift,1.0,4288.78466796875,3781.636474609375,39,202,1531,321,202,0,25,6,8,0,0
397,mild_drift,1.0,3567.193115234375,2748.3251953125,35,200,1497,311,200,0,6,21,8,0,0
398,mild_drift,0.9,3274.8525390625,2998.423095703125,37,200,1551,319,200,0,13,16,8,0,0
399,mild_drift,0.8,3662.25732421875,3308.158203125,63,200,1543,332,200,0,23,32,8,0,0
400,mild_drift,1.0,4339.72998046875,3823.6650390625,39,202,1527,341,202,0,25,6,8,0,0
401,mild_drift,0.9,3701.205322265625,3236.99365234375,45,200,1473,324,200,0,22,15,8,0,0
402,mild_drift,0.0,4320.5068359375,4246.62060546875,42,200,1492,335,200,0,16,22,4,0,0
403,mild_drift,0.8,3638.9599609375,3319.90625,39,202,1555,345,202,0,9,22,8,0,0
404,mild_drift,1.0,4311.86328125,3794.723388671875,39,202,1530,359,202,0,25,6,8,0,0
405,mild_drift,1.0,4283.3984375,3755.553466796875,39,203,1528,347,203,0,25,6,8,0,0
406,mild_drift,0.9,3665.88818359375,3188.95751953125,45,200,1476,331,200,0,22,15,8,0,0
407,mild_drift,1.0,4295.767578125,3778.133056640625,39,203,1539,352,203,0,25,6,8,0,0
408,mild_drift,0.9,3726.76806640625,3258.035888671875,45,200,1472,321,200,0,22,15,8,0,0
409,mild_drift,0.0,4272.615234375,4203.2373046875,42,200,1484,342,200,0,16,22,4,0,0
410,mild_drift,0.0,4321.58447265625,4250.24462890625,44,200,1492,329,200,0,16,20,8,0,0
411,mild_drift,0.9,3662.046142578125,3203.53125,45,200,1472,341,200,0,22,15,8,0,0
412,mild_drift,0.0,4247.05419921875,4177.21435546875,42,200,1488,340,200,0,16,22,4,0,0
413,mild_drift,1.0,4325.62548828125,3813.11376953125,39,202,1525,331,202,0,25,6,8,0,0
414,mild_drift,0.8,3645.589599609375,3328.898681640625,39,201,1542,334,201,0,9,22,8,0,0
415,mild_drift,0.9,3672.015869140625,3201.210693359375,45,200,1471,323,200,0,22,15,8,0,0
416,mild_drift,0.9,3686.04638671875,3212.943359375,45,200,1465,343,200,0,22,15,8,0,0
417,mild_drift,0.0,4256.8974609375,4187.14599609375,44,200,1498,340,200,0,16,20,8,0,0
418,mild_drift,0.9,3638.677978515625,3174.873046875,45,200,1468,335,200,0,22,15,8,0,0
419,mild_drift,0.0,4236.21728515625,4167.83642578125,42,201,1490,334,201,0,16,22,4,0,0
420,mild_drift,0.9,3505.2236328125,3505.2236328125,31,282,2485,697,282,0,14,13,4,0,0
421,mild_drift,0.9,3658.79150390625,3184.38330078125,45,200,1470,330,200,0,22,15,8,0,0
422,mild_drift,0.8,3641.535888671875,3310.073974609375,39,201,1542,347,201,0,9,22,8,0,0
423,mild_drift,1.0,4348.7275390625,3847.76708984375,39,202,1525,341,202,0,25,6,8,0,0
424,mild_drift,1.0,3609.431396484375,3606.003662109375,35,200,1491,311,200,0,18,13,4,0,0
425,mild_drift,0.0,4301.74853515625,4230.61669921875,42,200,1492,332,200,0,16,22,4,0,0
426,mild_drift,0.0,4296.80078125,4226.072265625,42,200,1483,334,200,0,16,22,4,0,0
427,mild_drift,1.0,4334.09375,3809.50244140625,39,202,1532,347,202,0,25,6,8,0,0
428,mild_drift,0.9,3645.68701171875,3185.59765625,45,200,1469,331,200,0,22,15,8,0,0
429,mild_drift,0.9,3655.69775390625,3183.35400390625,45,200,1476,333,200,0,22,15,8,0,0
430,mild_drift,0.0,4299.20703125,4228.25634765625,44,200,1498,340,200,0,16,20,8,0,0
431,mild_drift,1.0,4347.74072265625,3837.402587890625,39,202,1535,342,202,0,25,6,8,0,0
432,mild_drift,0.9,3677.814208984375,3202.376220703125,45,200,1465,331,200,0,22,15,8,0,0
433,mild_drift,0.9,3681.25439453125,3221.13134765625,45,200,1485,329,200,0,22,15,8,0,0
434,mild_drift,1.0,2980.7451171875,2402.084228515625,47,200,1504,341,200,0,25,14,8,0,0
435,mild_drift,0.0,4276.5771484375,4205.9921875,42,201,1497,335,201,0,16,22,4,0,0
436,mild_drift,1.0,4326.818359375,3816.212158203125,39,202,1535,352,202,0,25,6,8,0,0
437,mild_drift,0.9,3650.501953125,3186.22021484375,45,201,1478,322,201,0,22,15,8,0,0
438,mild_drift,1.0,2951.90576171875,2346.4921875,60,200,1501,330,200,0,38,14,8,0,0
439,mild_drift,0.9,3232.752685546875,2951.91162109375,37,200,1552,307,200,0,13,16,8,0,0
440,mild_drift,1.0,4298.357421875,3766.05322265625,39,202,1532,346,202,0,25,6,8,0,0
441,mild_drift,0.9,3656.40234375,3183.034423828125,45,200,1464,327,200,0,22,15,8,0,0
442,mild_drift,0.9,3721.767333984375,3256.270263671875,45,200,1462,325,200,0,22,15,8,0,0
443,mild_drift,0.9,3700.644775390625,3235.427001953125,45,201,1480,338,201,0,22,15,8,0,0
444,mild_drift,0.9,3649.048095703125,3175.21533203125,45,200,1473,336,200,0,22,15,8,0,0
445,mild_drift,0.8,3654.2255859375,3336.951904296875,39,201,1542,337,201,0,9,22,8,0,0
446,mild_drift,0.8,3637.906494140625,3302.041259765625,39,201,1542,331,201,0,9,22,8,0,0
447,mild_drift,0.8,3609.99462890625,3277.559814453125,63,200,1552,354,200,0,23,32,8,0,0
448,mild_drift,1.0,3589.6826171875,2775.45947265625,35,200,1494,326,200,0,6,21,8,0,0
449,mild_drift,0.9,3654.130615234375,3199.6494140625,45,200,1472,331,200,0,22,15,8,0,0
450,mild_drift,1.0,4291.1142578125,3773.658935546875,39,202,1523,338,202,0,25,6,8,0,0
451,mild_drift,0.9,3645.33154296875,3181.103759765625,45,201,1468,330,201,0,22,15,8,0,0
452,mild_drift,1.0,3569.9677734375,2748.9677734375,35,200,1491,319,200,0,6,21,8,0,0
453,mild_drift,0.0,4282.01171875,4214.181640625,44,201,1494,334,201,0,16,20,8,0,0
454,mild_drift,0.8,3635.69189453125,3302.959228515625,39,201,1544,341,201,0,9,22,8,0,0
455,mild_drift,0.9,3599.856201171875,3269.052490234375,63,200,1528,337,200,0,23,32,8,0,0
456,mild_drift,1.0,3610.32275390625,3608.87744140625,35,200,1506,315,200,0,18,13,4,0,0
457,mild_drift,0.9,3668.001708984375,3196.04931640625,45,200,1473,327,200,0,22,15,8,0,0
458,mild_drift,1.0,4284.3525390625,3768.466064453125,39,202,1530,344,202,0,25,6,8,0,0
459,mild_drift,1.0,4283.92138671875,3770.21923828125,39,202,1528,334,202,0,25,6,8,0,0
460,mild_drift,1.0,4324.29541015625,3804.953125,39,202,1517,347,202,0,25,6,8,0,0
461,mild_drift,0.9,3656.340576171875,3188.359375,45,200,1464,325,200,0,22,15,8,0,0
462,mild_drift,0.8,3622.266357421875,3289.574951171875,39,201,1547,343,201,0,9,22,8,0,0
463,mild_drift,1.0,2970.6064453125,2383.244873046875,47,200,1501,344,200,0,25,14,8,0,0
464,mild_drift,0.8,3688.784423828125,3364.545654296875,39,201,1546,343,201,0,9,22,8,0,0
